yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2017,89,0,1,1,7,8,1,0,0,0,0,0,23,4,5,2,6,1,2,8,20,0,0,1,1,8,0,0,1,1,0,5,1,5,5,1,2,1,1,1,2,,8,1,8,8074
2014,96,0,1,1,7,2,1,0,0,0,0,0,23,2,1,0,6,4,0,5,3,0,0,2,2,6,0,0,1,0,0,5,4,5,4,2,2,1,1,1,2,4,2,1,8,2197
2015,96,0,1,1,7,2,1,0,0,0,0,0,22,2,1,1,6,0,0,2,3,0,0,2,1,6,0,0,1,0,0,5,1,5,4,2,2,2,1,1,2,4,2,1,8,2197
2016,96,0,1,1,7,2,1,0,0,0,0,0,23,1,1,1,5,0,2,1,2,0,0,2,2,6,0,0,1,1,0,10,9,2,5,2,2,2,1,1,2,4,2,2,8,2197
2017,96,0,1,1,7,2,1,0,0,0,0,0,22,1,1,0,5,0,0,2,1,0,0,3,5,6,0,0,1,0,0,10,5,2,5,2,2,2,1,1,2,4,2,2,8,2177
2017,98,0,1,1,7,18,1,0,0,0,0,0,22,2,5,1,6,0,0,4,1,1,0,1,2,7,0,1,1,0,0,5,6,2,4,2,1,1,1,1,2,4,1,0,8,18111
2015,100,0,1,2,4,14,4,0,0,0,0,0,23,2,1,1,3,5,0,1,5,0,0,2,4,6,0,0,4,0,3,10,7,2,11,1,4,1,5,2,2,4,9,1,8,14195
2016,100,0,1,2,4,14,1,0,0,0,0,0,23,1,5,0,3,0,0,1,4,0,0,2,3,7,0,0,3,0,8,1,7,2,11,1,4,1,5,2,2,4,9,1,8,14195
2017,100,0,1,2,4,14,1,0,0,0,0,0,22,1,5,0,8,2,0,1,2,0,0,2,8,9,0,0,3,0,8,1,7,5,11,1,4,2,5,2,2,4,9,1,8,14195
2014,102,0,1,1,4,14,1,0,0,0,0,1,22,2,1,13,6,0,2,1,3,0,0,3,2,9,0,0,3,1,3,1,10,5,6,1,2,2,0,0,,,8,1,8,14077
2015,102,0,1,1,3,14,1,0,0,0,0,1,22,2,1,8,4,6,2,0,4,0,1,1,5,9,0,0,3,1,5,2,4,2,6,1,2,2,0,0,,,8,1,8,14077
2016,102,0,1,1,3,14,1,0,0,0,0,1,22,2,1,12,4,0,2,1,3,0,0,1,4,10,0,0,3,1,3,2,5,5,6,1,2,2,0,0,,,8,2,8,14077
2017,102,0,1,1,3,14,1,0,0,0,0,1,23,2,5,7,4,1,4,1,2,0,0,1,2,7,0,0,3,1,3,2,7,4,7,1,2,2,0,0,,,8,2,8,14077
2014,105,1,1,1,3,19,1,0,0,1,0,1,22,1,1,0,6,0,2,1,8,1,0,1,4,7,0,0,1,1,3,1,10,4,5,2,2,2,0,0,2,3,5,1,13,19043
2016,107,0,1,1,7,9,1,0,0,0,0,0,22,3,1,1,2,0,0,1,9,1,0,4,2,7,0,0,4,0,2,10,10,5,7,1,4,3,1,1,2,4,8,1,8,9044
2017,107,0,1,1,4,9,1,0,0,0,0,0,22,2,5,2,2,0,0,2,7,1,1,1,6,7,0,0,4,0,3,10,1,5,8,1,4,3,1,1,2,4,8,1,8,9044
2014,111,0,1,2,2,13,4,0,0,0,0,0,23,1,1,0,6,0,1,2,10,2,0,1,3,6,0,0,1,1,4,4,10,4,12,2,7,7,0,0,,4,3,0,8,13087
2015,111,0,1,2,2,13,4,0,0,0,0,0,23,2,1,0,6,0,0,7,8,1,0,1,4,6,0,0,1,0,1,3,1,4,13,2,7,7,0,0,,4,3,0,8,13087
2014,112,0,1,1,3,8,6,0,0,0,0,0,23,3,1,2,6,2,0,10,48,0,0,2,4,6,0,0,6,0,3,7,1,4,10,1,5,5,1,1,2,5,3,2,8,8142
2015,112,0,1,1,3,8,6,0,0,0,0,0,23,3,5,1,6,3,8,1,47,1,0,2,1,6,0,0,6,2,3,4,1,4,10,1,5,5,1,1,2,5,3,2,8,8142
2016,112,0,1,1,3,8,6,0,0,0,0,0,23,4,5,1,6,1,2,1,30,1,0,2,3,6,0,0,6,1,2,4,1,4,11,1,6,5,1,1,2,5,3,2,8,8142
2017,112,0,1,1,3,8,6,0,0,0,0,0,23,4,5,1,6,1,0,1,20,1,0,2,2,7,0,0,6,0,3,4,1,4,11,1,6,6,1,1,2,5,3,2,8,8142
2014,116,1,1,1,7,13,1,0,0,0,0,0,24,3,5,1,6,0,0,7,10,0,0,1,1,5,0,0,2,0,2,5,9,2,4,2,1,1,1,1,2,,5,0,8,13151
2014,118,0,0,2,4,20,1,0,0,0,0,0,23,1,5,0,6,0,0,1,2,1,0,2,3,8,0,0,3,0,4,1,1,4,9,1,4,2,4,2,2,5,9,2,6,20054
2015,118,0,0,2,3,20,1,0,0,0,0,0,23,1,5,0,6,2,0,1,2,0,1,1,6,6,0,0,2,0,2,2,4,5,9,1,4,2,4,2,2,5,9,0,6,20089
2016,118,0,0,2,3,20,4,0,0,0,0,0,22,1,1,0,6,2,0,1,3,0,0,1,5,8,0,0,2,0,3,2,10,5,10,1,4,2,4,2,2,5,9,0,6,20089
2017,118,0,0,2,3,20,4,0,0,0,0,0,22,1,1,0,6,0,0,1,2,0,0,1,2,10,0,0,2,0,5,2,10,5,10,1,4,2,4,2,2,5,9,1,6,20089
2016,120,0,1,1,4,16,1,0,0,0,0,0,23,2,5,3,6,0,0,1,5,1,0,1,2,7,0,0,1,0,2,1,4,5,7,1,4,1,6,2,,,3,1,8,16001
2017,120,0,1,1,4,16,1,0,0,0,0,0,23,2,5,3,6,0,0,1,5,1,0,1,2,6,0,0,1,1,1,1,4,5,8,1,4,1,6,2,,,3,1,8,16001
2014,121,0,0,1,7,14,1,0,0,0,0,0,23,2,5,3,6,0,0,2,3,0,0,1,3,7,0,0,2,0,2,5,8,2,5,1,2,1,3,1,2,,7,0,8,14077
2015,121,0,0,1,7,14,1,0,0,0,0,0,22,2,5,4,6,0,0,1,4,0,0,2,4,10,0,0,3,0,2,10,5,2,6,1,3,1,3,1,2,,7,1,8,14077
2016,121,0,0,1,7,14,1,1,0,0,0,0,16,2,5,4,6,2,0,1,4,0,0,2,4,9,4,4,2,0,2,10,4,2,6,1,3,2,3,1,2,,7,1,8,14077
2017,121,0,0,1,7,14,1,1,0,0,0,0,21,2,5,3,6,0,0,1,3,0,0,2,5,11,0,0,2,0,1,10,4,3,6,1,3,2,3,1,2,,7,1,8,14021
2014,123,0,1,1,7,2,1,0,0,0,0,0,23,2,5,0,6,0,0,3,9,1,0,2,3,5,0,0,1,0,1,5,5,5,4,1,2,2,0,0,2,4,8,0,9,2197
2015,123,0,1,1,7,2,1,0,0,0,0,0,22,1,5,0,6,1,0,2,7,1,0,3,2,6,0,0,1,0,0,5,1,5,5,1,2,2,0,0,2,4,8,0,9,2197
2016,123,1,1,1,7,2,1,0,0,0,0,0,23,2,5,1,6,6,0,1,5,0,0,3,3,6,0,0,1,0,0,5,1,5,5,1,2,2,0,0,2,4,8,1,9,2197
2015,125,1,1,1,7,13,1,0,0,0,0,1,23,1,5,0,6,3,0,1,3,1,0,1,2,6,0,0,1,0,2,5,6,2,2,2,1,1,0,0,2,4,7,0,8,13191
2014,126,0,1,1,4,20,1,0,0,0,0,0,23,2,5,1,6,0,0,0,2,0,0,7,3,7,0,0,2,0,3,4,3,2,12,1,7,7,0,0,,4,5,2,8,20019
2015,126,0,1,1,4,20,1,0,0,0,0,0,22,2,5,1,6,0,0,1,2,0,0,8,2,8,0,0,2,0,4,4,2,2,12,1,7,7,0,0,,4,5,1,8,20019
2016,126,0,1,1,4,20,1,0,0,0,0,0,22,2,5,5,6,0,0,0,2,0,0,8,6,8,0,0,3,1,4,4,5,2,12,1,7,7,0,0,,4,5,1,8,20019
2017,126,0,1,1,4,20,1,0,0,0,0,0,23,1,5,5,6,0,0,1,0,0,0,8,2,7,0,0,4,0,10,4,6,2,13,1,7,7,0,0,,4,5,1,8,20019
2017,133,0,0,1,7,20,1,0,0,0,0,0,23,1,5,0,6,1,4,1,1,0,0,1,2,8,0,0,0,1,0,5,2,2,3,2,1,1,1,1,2,,5,0,8,20127
2016,135,0,1,1,3,9,1,0,0,0,0,0,22,3,5,2,2,0,0,2,8,0,0,1,2,7,0,0,3,1,2,1,10,5,7,1,4,4,0,1,2,,6,2,8,9132
2017,135,0,1,1,3,9,1,0,0,0,0,0,23,3,1,6,2,0,1,1,6,1,0,2,1,4,0,0,2,1,2,1,9,5,8,1,4,4,0,1,2,,6,2,8,9132
2014,138,0,1,1,3,14,6,0,0,0,1,0,23,2,1,2,6,0,0,1,26,0,0,2,5,7,0,0,2,0,3,2,1,5,9,1,4,3,3,1,2,5,6,3,6,14067
2015,138,0,1,1,2,14,6,0,0,0,1,0,22,2,1,1,6,0,0,1,22,1,1,1,3,8,0,0,2,1,2,6,1,4,9,1,5,3,3,1,,4,3,3,6,14067
2016,138,0,1,1,2,14,6,0,0,0,1,0,22,3,1,1,6,0,2,1,10,1,0,1,3,8,0,0,1,1,2,6,1,5,9,1,5,3,3,1,,4,3,2,6,14067
2017,138,0,1,1,2,14,6,0,0,0,1,0,22,2,1,1,6,0,2,2,9,1,0,1,4,8,0,0,2,1,2,7,1,5,10,1,5,3,3,1,,4,3,2,6,14067
2014,140,0,0,2,7,19,1,0,0,0,0,0,23,2,5,0,6,0,0,1,0,0,0,2,2,7,0,0,0,0,0,5,3,5,7,1,4,4,1,1,,,9,1,8,19036
2015,140,0,0,2,4,19,1,0,0,0,0,0,23,1,3,0,6,6,0,1,0,0,1,1,3,7,0,0,0,0,0,5,8,2,7,1,5,4,1,1,,,9,1,8,19036
2016,140,0,0,2,4,19,1,0,0,0,0,0,22,1,5,0,6,0,0,3,0,0,0,1,2,9,0,0,1,0,0,5,7,2,8,1,5,5,1,1,,,9,1,8,19036
2017,140,0,0,2,4,19,1,0,0,0,0,0,22,2,5,0,6,0,0,2,0,0,0,1,3,8,0,0,1,0,0,5,7,5,8,1,5,5,1,1,,,9,1,8,19036
2014,142,1,1,1,4,8,1,0,0,0,0,1,23,3,5,1,5,1,0,7,3,0,0,1,1,6,0,0,0,0,0,10,8,2,4,1,1,1,0,0,,4,8,0,8,8162
2014,143,0,1,1,4,20,1,0,0,0,0,1,24,1,5,0,6,1,0,2,8,0,0,1,4,5,0,0,1,0,1,1,2,2,5,2,1,1,0,0,,3,5,1,8,20071
2015,143,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,0,0,4,11,0,0,2,7,6,0,0,2,1,2,1,4,5,5,2,1,1,0,0,,3,5,1,8,20071
2016,143,0,1,1,4,20,1,0,0,0,0,1,23,2,1,2,6,2,0,2,13,0,0,2,6,6,0,0,1,0,0,1,1,5,5,2,2,2,0,0,,3,5,1,8,20071
2017,143,0,1,1,3,20,4,0,0,0,0,1,23,3,5,1,6,2,2,11,14,1,1,1,9,7,0,0,1,1,1,2,1,4,6,2,2,2,0,0,,3,5,1,8,20071
2014,144,0,1,1,4,20,4,0,0,0,0,1,23,2,5,0,6,0,0,0,7,0,0,2,3,7,0,0,1,0,0,10,8,2,7,1,4,4,0,0,2,,6,0,8,20054
2015,144,0,1,1,3,20,4,0,0,0,0,1,23,2,5,0,6,0,0,1,4,0,1,1,4,6,0,0,0,0,0,1,7,2,7,1,4,4,0,0,2,,6,0,8,20123
2016,144,1,1,1,3,20,4,0,0,0,0,1,23,2,5,1,6,5,0,1,4,0,0,1,6,6,0,0,1,0,1,1,7,5,8,1,4,4,0,0,2,,6,0,8,20123
2015,145,0,0,1,4,20,4,0,0,0,0,0,23,1,5,0,6,0,0,1,1,0,0,1,1,8,0,0,1,0,0,1,7,5,5,2,3,1,3,2,2,4,6,0,8,20130
2016,145,0,0,1,4,20,5,0,0,0,0,0,23,1,1,0,6,1,0,8,3,0,0,1,2,6,0,0,1,0,2,1,4,4,5,2,3,1,3,2,2,4,6,0,8,20130
2017,145,0,0,1,3,20,5,0,0,0,0,0,22,2,1,0,6,0,0,2,3,0,1,1,6,8,0,0,1,0,3,1,1,4,5,2,3,1,3,2,2,4,6,0,8,20130
2014,146,0,0,1,4,8,1,0,0,0,0,0,23,1,5,2,6,0,0,1,11,1,0,2,2,6,0,0,1,1,0,10,10,2,7,1,4,4,0,0,2,,8,1,8,8157
2015,146,0,0,1,4,8,1,0,0,0,0,0,23,1,5,0,6,0,0,1,7,0,0,2,2,7,0,0,1,1,0,10,4,2,7,1,4,4,0,0,2,,8,1,8,8157
2016,146,0,0,1,4,8,1,0,0,0,0,0,22,1,1,0,6,0,0,1,8,0,0,3,3,6,0,0,1,0,0,10,5,2,7,1,4,4,0,0,2,,8,1,8,8157
2017,146,0,0,1,4,8,1,0,0,0,0,0,23,1,5,0,6,0,0,1,4,0,0,3,4,6,0,0,0,0,0,10,7,2,8,1,4,4,0,0,2,,8,1,8,8157
2016,150,0,1,1,2,18,4,1,0,0,0,0,22,2,1,1,6,3,0,3,1,0,0,2,4,8,0,0,1,0,1,6,2,2,9,1,4,3,3,1,2,4,1,0,8,18111
2017,150,0,1,1,2,18,4,0,0,0,0,0,21,1,5,0,6,0,0,4,1,0,0,2,2,10,0,0,1,0,1,7,2,3,10,1,5,3,3,1,2,4,1,0,8,18111
2014,152,0,1,1,4,13,1,0,0,0,0,1,22,2,1,0,6,1,2,4,20,3,0,2,3,8,0,0,2,1,3,1,7,2,5,1,1,1,0,1,,4,1,2,14,13191
2015,152,0,1,1,4,13,1,1,0,0,0,1,15,3,5,1,6,1,0,2,17,1,0,2,2,3,0,0,1,0,1,1,4,2,5,1,2,2,0,1,,4,1,2,14,13191
2016,152,1,1,1,4,13,1,1,0,0,0,1,23,2,5,7,6,0,0,6,12,1,0,2,3,6,0,0,1,1,1,1,5,5,6,1,2,2,0,1,,4,1,2,14,13191
2014,153,0,0,2,7,20,1,0,0,0,0,0,22,1,5,0,11,0,0,1,2,0,0,2,5,9,0,0,1,0,5,5,5,5,4,2,2,1,2,1,2,,9,1,10,20071
2015,153,0,0,2,7,20,1,0,0,0,0,0,22,1,5,0,11,0,0,0,2,0,0,2,6,10,0,0,1,0,4,5,4,2,5,2,2,2,2,1,2,,9,1,10,20071
2016,153,0,0,2,7,20,1,0,0,0,0,0,22,1,5,0,11,0,0,0,1,0,0,2,4,9,0,0,1,1,3,10,8,2,5,2,2,2,2,1,2,,9,1,10,20071
2017,153,0,0,2,7,19,1,0,0,0,0,0,22,1,5,0,11,0,0,1,0,0,0,3,2,9,0,0,1,0,1,10,4,5,5,2,3,2,2,1,2,,9,1,10,19036
2016,155,0,1,1,4,9,1,0,0,0,0,1,23,1,5,0,2,1,0,1,15,1,0,2,4,6,0,0,1,0,0,10,4,2,4,2,1,1,0,0,,4,6,0,8,9044
2017,155,0,1,1,4,9,1,0,0,0,0,1,22,2,5,0,2,1,0,1,13,1,0,2,6,7,0,0,1,0,0,10,2,2,4,2,1,1,0,0,,4,6,0,8,9044
2014,156,1,1,1,4,10,1,0,0,0,0,0,23,1,5,0,6,0,0,2,12,2,0,2,1,6,0,0,1,0,0,1,6,2,6,1,1,1,1,1,,4,8,1,8,10008
2014,157,0,1,2,3,2,6,0,0,0,0,0,7,2,5,1,6,3,0,6,0,0,0,2,4,6,0,0,1,0,1,7,8,4,10,1,6,5,1,1,,3,8,1,8,2185
2015,157,0,1,2,3,2,6,0,0,0,0,0,4,1,5,0,6,1,0,2,0,0,0,2,4,6,0,0,1,0,1,7,10,4,11,1,6,6,1,1,,3,8,1,8,2185
2016,157,0,1,2,3,2,6,0,0,0,0,0,2,1,5,0,6,1,0,4,0,1,0,2,2,6,0,0,1,0,0,7,1,5,11,1,6,6,1,1,,3,8,1,8,2185
2017,157,0,1,2,3,2,6,0,0,0,0,0,1,1,5,15,6,1,0,1,0,1,0,3,1,6,0,0,1,0,0,7,10,4,11,1,6,6,1,1,,3,8,1,8,2185
2014,158,0,1,1,3,20,6,0,0,0,0,0,23,2,1,0,6,0,0,1,22,0,0,1,5,5,0,0,3,0,3,6,1,4,6,1,2,1,2,1,,3,5,1,8,20089
2015,158,0,1,1,2,20,6,0,0,0,0,0,23,3,5,0,6,0,0,1,18,0,1,1,3,6,0,0,4,0,3,7,1,4,6,1,3,2,2,1,,3,5,2,8,20089
2016,158,0,1,1,2,20,2,0,0,0,0,0,23,4,1,0,6,0,0,3,11,0,0,1,2,5,0,0,5,0,2,4,1,4,6,1,3,2,2,1,,3,5,2,8,20089
2017,158,0,1,1,2,20,2,0,0,0,0,0,23,3,5,0,6,0,0,2,12,0,0,1,5,6,0,0,4,0,3,4,1,4,7,1,3,2,2,1,,3,5,2,8,20089
2015,159,0,1,2,3,10,1,0,0,0,0,0,22,2,5,0,6,0,0,1,1,0,0,2,3,8,0,0,1,0,0,6,3,2,10,2,4,3,3,1,2,1,9,0,6,10005
2015,160,0,1,1,7,19,1,0,0,0,0,1,23,1,5,0,6,0,0,1,1,0,0,1,1,5,0,0,1,0,0,5,8,4,2,2,1,1,0,0,2,,7,0,8,19039
2016,160,0,1,1,7,19,1,0,0,0,0,1,23,2,5,0,6,0,0,2,1,0,0,1,4,6,0,0,1,0,0,5,1,2,3,2,1,1,0,0,2,,7,0,8,19035
2017,160,0,1,1,7,19,1,0,0,0,0,1,23,1,5,0,6,3,0,2,0,0,0,2,5,6,0,0,1,0,0,10,1,5,3,2,1,1,0,0,2,,7,1,8,19035
2014,162,0,0,1,7,14,1,0,0,0,0,0,24,2,5,1,11,0,0,1,4,0,0,1,2,6,0,0,1,0,0,5,9,4,4,2,2,1,2,1,2,4,2,0,9,14195
2015,162,0,0,1,7,14,1,0,0,0,0,0,23,1,5,1,11,0,0,3,7,0,0,1,2,6,0,0,1,1,2,5,1,5,4,2,2,1,2,1,2,4,2,0,9,14195
2016,162,0,0,1,7,14,1,0,0,0,0,0,22,1,5,0,11,8,0,1,4,0,0,2,3,7,0,0,1,1,4,10,10,4,5,2,2,1,2,1,2,4,2,0,9,14048
2017,162,0,0,1,4,14,1,0,0,0,0,0,22,1,5,1,11,6,0,1,3,0,1,1,0,7,0,0,2,0,7,10,1,5,5,2,2,2,2,1,2,4,2,0,9,14048
2014,163,0,1,1,4,14,1,0,0,0,0,1,23,2,2,1,6,0,0,1,5,1,0,3,1,6,0,0,1,0,1,1,7,2,7,1,2,2,0,0,,4,3,2,8,14040
2015,163,0,1,1,4,14,1,0,0,0,0,1,23,1,1,1,6,0,0,1,7,1,0,4,1,5,0,0,1,0,2,1,2,5,7,1,3,3,0,0,,4,3,2,8,14040
2016,163,0,1,1,4,14,1,0,0,0,0,1,23,2,1,1,6,2,0,1,8,1,0,4,5,6,0,0,2,0,2,1,9,5,7,1,3,3,0,0,,4,3,2,8,14040
2017,163,0,1,1,3,14,1,0,0,0,0,1,23,1,1,0,6,0,0,0,6,1,1,1,4,6,0,0,2,0,3,2,10,5,8,1,3,3,0,0,,4,3,3,8,14057
2014,165,0,0,1,4,17,1,0,0,1,0,0,22,2,5,1,6,0,0,3,4,0,0,2,6,9,0,0,1,1,1,10,8,4,5,2,2,2,0,0,,,9,0,8,17108
2015,165,0,0,1,4,17,1,0,0,1,0,0,22,2,5,0,6,0,0,4,3,0,0,2,4,8,0,0,2,1,1,1,1,5,6,2,2,2,0,0,,,9,0,8,17108
2016,165,0,0,1,4,17,6,0,0,1,0,0,21,3,5,2,6,0,0,3,2,0,0,2,4,9,0,0,1,1,1,1,1,5,6,2,2,2,0,0,,,9,0,9,17108
2017,165,0,0,1,3,17,6,0,0,1,0,0,19,2,5,1,6,0,0,1,1,0,1,1,5,9,0,0,2,1,2,1,1,4,6,2,2,2,0,0,,,9,0,9,17108
2014,167,0,1,1,4,20,4,0,0,0,0,0,23,3,5,0,6,0,0,3,12,1,0,2,2,6,0,0,3,0,3,10,4,4,6,1,3,2,1,0,2,,5,2,8,20208
2015,167,0,1,1,3,20,4,0,0,0,0,0,23,3,5,1,6,2,0,1,7,1,1,1,1,6,0,0,3,1,2,1,8,4,6,1,3,2,1,0,2,,5,2,8,20208
2016,167,1,1,1,3,20,4,0,0,0,0,0,23,2,1,1,6,0,0,1,4,0,0,1,2,6,0,0,3,0,3,1,9,5,7,1,3,3,1,0,2,,5,2,8,20208
2014,169,0,1,1,7,2,1,0,0,0,0,0,23,2,5,2,6,0,0,1,2,0,0,5,2,6,0,0,0,0,0,10,3,2,8,1,4,3,2,1,2,,8,1,8,2197
2015,169,0,1,1,7,2,1,0,0,0,0,0,23,1,5,0,6,0,0,1,1,0,0,5,2,6,0,0,0,0,0,10,2,2,9,1,4,4,2,1,2,,8,1,8,2197
2016,169,0,1,1,7,2,1,0,0,0,0,0,23,1,5,1,6,0,0,1,1,0,0,5,2,6,0,0,0,0,0,10,6,2,9,1,5,4,2,1,2,,8,1,8,2197
2017,169,0,1,1,7,2,1,0,0,0,0,0,21,1,5,0,6,0,0,1,0,0,0,6,4,8,0,0,0,0,0,10,5,2,9,1,5,4,2,1,2,,8,1,8,2128
2014,170,0,1,1,4,14,1,0,0,0,0,0,23,2,5,0,6,2,0,3,2,0,0,1,2,5,0,0,2,0,1,10,4,2,5,2,1,1,1,1,,4,7,0,10,14048
2015,170,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,2,3,0,0,2,3,7,0,0,3,0,4,1,5,2,5,1,1,1,1,1,,4,7,0,10,14048
2016,170,0,1,1,4,14,1,0,0,0,0,0,22,1,5,0,6,0,0,2,2,0,0,2,4,6,0,0,1,0,2,1,10,5,6,1,2,2,1,1,,4,7,1,10,14048
2017,170,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,2,0,1,2,0,0,2,2,6,0,0,3,0,8,1,10,2,6,1,2,2,1,1,,4,7,1,10,14048
2014,171,0,1,1,4,2,1,0,0,0,0,1,23,4,1,0,6,0,0,4,14,1,1,1,4,6,0,0,3,0,2,10,1,5,4,1,2,2,0,0,2,,6,1,8,2058
2015,171,0,1,1,4,2,1,0,0,0,0,1,23,3,1,1,6,0,0,4,13,1,0,1,4,6,0,0,3,0,2,10,4,5,5,1,2,2,0,0,2,,6,1,8,2058
2016,171,0,1,1,4,2,1,0,0,0,0,1,23,2,1,4,6,0,0,9,10,1,0,1,3,6,0,0,4,0,3,10,8,5,5,1,2,2,0,0,2,,6,2,8,2058
2017,171,0,1,1,4,2,1,0,0,0,0,1,23,4,1,5,6,3,0,1,7,1,0,2,2,5,0,0,5,0,2,10,1,4,5,1,2,2,0,0,2,,6,2,8,2029
2014,173,0,1,1,3,13,6,0,0,1,0,0,22,2,1,1,6,0,0,5,11,3,0,1,5,6,0,0,2,1,2,2,1,4,7,1,3,3,0,1,2,3,3,1,8,13049
2015,173,0,1,1,3,13,6,0,0,1,0,0,23,3,5,1,6,0,0,2,17,3,0,1,6,6,0,0,2,0,1,2,1,4,8,1,3,3,0,1,2,3,3,1,9,13049
2016,173,1,1,1,3,13,6,0,0,1,0,0,23,2,5,1,6,0,0,6,14,1,0,2,6,6,0,0,1,0,2,2,1,4,8,1,3,3,0,1,2,3,3,1,9,13049
2014,176,1,1,1,7,10,1,0,0,0,0,1,23,1,5,0,6,0,0,2,4,0,0,1,0,7,0,0,1,0,0,5,3,2,2,2,1,1,0,0,2,4,1,0,8,10011
2014,177,0,1,1,7,16,1,0,0,0,0,0,23,2,5,1,5,3,0,1,20,0,0,1,1,7,0,0,2,0,1,5,2,2,3,1,1,1,1,1,2,4,2,0,11,16178
2015,177,0,1,1,7,16,1,0,0,0,0,0,24,2,5,1,5,0,0,1,19,0,0,2,3,5,0,0,4,0,3,5,5,5,3,1,1,1,1,1,2,4,2,1,11,16178
2016,177,0,1,1,7,16,1,0,0,0,0,0,23,2,5,1,5,1,11,1,16,0,0,2,6,6,0,0,3,2,1,5,9,4,4,1,2,1,1,1,2,4,2,0,11,16178
2017,177,0,1,1,7,16,1,0,0,0,0,0,22,2,1,1,5,2,0,2,7,1,0,2,4,6,0,0,2,0,1,10,1,5,4,1,2,2,1,1,2,4,2,2,11,16178
2014,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,180,1,1,1,4,16,1,0,0,0,0,1,22,1,5,2,5,0,0,1,16,0,0,3,4,10,0,0,1,0,0,1,2,5,6,1,2,2,0,0,,4,6,0,9,16086
2014,183,0,0,1,3,14,1,0,0,0,0,0,22,1,1,0,6,0,0,1,6,1,0,2,1,9,0,0,1,0,5,2,4,2,11,1,6,3,5,2,2,1,7,1,9,14040
2015,183,0,0,1,3,14,1,0,0,0,0,0,23,2,1,1,6,1,0,2,6,0,0,2,2,5,0,0,2,0,2,2,2,2,12,1,6,3,5,2,2,1,7,1,9,14040
2016,183,0,0,1,3,14,1,0,0,0,0,0,23,2,1,3,6,1,0,1,7,0,0,2,1,4,0,0,3,0,4,2,2,2,12,1,6,4,5,2,2,1,7,1,9,14040
2017,183,1,0,1,3,14,1,0,0,0,0,0,24,2,1,0,6,0,0,1,6,0,0,3,2,4,0,0,2,0,3,2,3,2,12,1,6,4,5,2,2,1,7,1,9,14040
2014,186,0,1,1,4,8,1,0,0,0,0,1,23,2,5,1,6,3,0,1,12,0,0,2,4,6,0,0,1,0,0,10,10,4,6,1,3,3,0,0,2,3,8,2,12,8157
2015,186,0,1,1,4,8,1,0,0,0,0,1,23,2,5,0,6,0,0,1,5,0,0,2,5,6,0,0,1,0,0,10,1,5,7,1,3,3,0,0,2,3,8,2,12,8157
2016,186,0,1,1,4,8,1,0,0,0,0,1,23,3,5,1,6,1,0,1,8,0,0,2,3,6,0,0,1,0,1,1,1,5,7,1,3,3,0,0,2,3,8,2,12,8157
2017,186,0,1,1,4,8,1,0,0,0,0,1,23,2,5,1,6,2,0,1,7,0,0,2,1,4,0,0,1,0,1,1,9,5,7,1,4,4,0,0,2,3,8,2,12,8157
2014,190,1,1,1,4,19,1,0,0,0,0,1,24,1,5,0,6,0,0,2,5,1,0,1,4,3,0,0,1,0,0,10,5,5,3,1,2,2,0,0,2,4,7,0,8,19039
2014,194,0,1,1,7,13,1,0,0,0,0,0,23,2,5,4,6,0,0,0,3,0,0,5,6,6,0,0,1,0,0,10,4,2,11,1,7,7,0,1,3,3,6,2,8,13065
2015,194,0,1,1,7,13,1,0,0,0,0,0,21,2,5,1,6,0,0,1,2,0,0,6,4,6,0,0,1,0,0,10,8,2,12,1,7,7,0,1,3,3,6,2,8,13084
2016,194,0,1,1,7,13,1,0,0,0,0,0,22,3,5,1,6,0,0,2,2,0,0,6,2,6,0,0,1,0,1,10,8,2,12,1,7,7,0,1,3,3,6,1,8,13084
2017,194,0,1,1,7,13,1,0,0,0,0,0,22,1,5,1,6,0,0,0,1,0,0,6,6,8,0,0,1,0,0,10,8,2,12,1,7,7,0,1,3,3,6,1,8,13084
2014,195,0,1,1,4,18,1,0,0,0,0,0,22,2,5,0,6,0,0,0,3,0,0,7,5,9,0,0,1,0,0,2,2,2,10,1,6,6,0,0,2,4,5,3,8,18002
2015,195,0,1,1,4,18,1,0,0,0,0,0,22,1,5,0,6,0,0,1,3,0,0,7,3,8,0,0,0,0,0,2,3,2,10,1,6,6,0,0,2,4,5,3,8,18025
2016,195,0,1,1,4,18,1,0,0,0,0,0,23,1,5,0,6,0,0,0,1,0,0,7,4,5,0,0,0,0,0,2,3,2,11,1,6,6,0,0,2,4,5,3,8,18025
